text,label
For the past little while I've had coughing up blood. it's not stopping,emergency
"My symptom is a sprained ankle that's swelling quickly, it's getting worse quickly",urgent_care
"My symptom is coughing up blood, it's not stopping",emergency
"My symptom is trouble sleeping for the last two weeks, I've had it for a couple of weeks now",routine_care
For the past little while I've had a seizure that has lasted over five minutes. this feels life-threatening,emergency
I'm dealing with a bit of nasal congestion and wanted advice. resting seems to help,self_care
I've been experiencing a moderate cut that won't stop bleeding. it's getting worse quickly,urgent_care
I'm dealing with a slightly upset stomach after eating and wanted advice. it comes and goes,self_care
"I'm dealing with dry, chapped lips and wanted advice. it's pretty minor",self_care
"My symptom is a slight sore throat, over-the-counter medicine seems to help",self_care
For the past little while I've had a seizure that has lasted over five minutes. it's not stopping,emergency
"an itchy mosquito bite, it's mild and manageable",self_care
I'm dealing with a slightly upset stomach after eating and wanted advice. resting seems to help,self_care
I've been experiencing a slightly upset stomach after eating.,self_care
"My symptom is a severe allergic reaction with throat swelling and trouble breathing, it started suddenly and is severe",emergency
I have recurring mild migraines a few times a month. it's manageable but I'd like it checked out,routine_care
I have occasional mild heartburn after meals. nothing I do seems to fully fix it,routine_care
I'm dealing with a slight sore throat and wanted advice. it's mild and manageable,self_care
"a slightly upset stomach after eating, it's been going on for a day",self_care
"For the past little while I've had dry, chapped lips. it's pretty minor",self_care
"sudden confusion and inability to recognize where I am, I can barely breathe",emergency
I'm dealing with trouble sleeping for the last two weeks and wanted advice.,routine_care
I have a fever of 102F that started this morning. it's not improving with rest,urgent_care
For the past little while I've had a sprained ankle that's swelling quickly. the pain is pretty severe,urgent_care
"a severe allergic reaction with throat swelling and trouble breathing, it started suddenly and is severe",emergency
I've been experiencing loss of consciousness for several seconds. I need help right now,emergency
"a small paper cut on my finger, it's mild and manageable",self_care
"My symptom is dry, chapped lips, it's pretty minor",self_care
"My symptom is difficulty keeping food down for the past day, it's not improving with rest",urgent_care
"loss of consciousness for several seconds,",emergency
I have a head injury with vomiting and extreme drowsiness. it started suddenly and is severe,emergency
"a wart that hasn't gone away,",routine_care
I'm dealing with crushing chest pain radiating to my left arm and wanted advice. it started suddenly and is severe,emergency
"My symptom is a seizure that has lasted over five minutes, I need help right now",emergency
I'm dealing with an allergic reaction with hives spreading and wanted advice. I'm worried it needs attention today,urgent_care
"a small paper cut on my finger, it's pretty minor",self_care
I have one side of my face suddenly drooping and slurred speech. I need help right now,emergency
"My symptom is low-grade fatigue for the past two weeks, it's not urgent but I want a doctor's opinion",routine_care
For the past little while I've had a fever of 102F that started this morning. it started suddenly a few hours ago,urgent_care
For the past little while I've had irregular but not severe menstrual cramps. it's not urgent but I want a doctor's opinion,routine_care
"I'm dealing with dry, chapped lips and wanted advice. it doesn't stop me from my normal routine",self_care
"a slightly upset stomach after eating, it's mild and manageable",self_care
I've been experiencing trouble sleeping for the last two weeks. it's not urgent but I want a doctor's opinion,routine_care
I've been experiencing crushing chest pain radiating to my left arm. I need help right now,emergency
I'm dealing with a bit of nasal congestion and wanted advice. over-the-counter medicine seems to help,self_care
I'm dealing with a severe allergic reaction with throat swelling and trouble breathing and wanted advice. it's not stopping,emergency
I have a dry cough.,self_care
For the past little while I've had a mild headache. over-the-counter medicine seems to help,self_care
I have difficulty keeping food down for the past day. it's not improving with rest,urgent_care
For the past little while I've had a sprained ankle that's swelling quickly. it started suddenly a few hours ago,urgent_care
I've been experiencing severe chest tightness and shortness of breath at rest. it's not stopping,emergency
For the past little while I've had a wart that hasn't gone away. I've had it for a couple of weeks now,routine_care
"My symptom is a seizure that has lasted over five minutes, it started suddenly and is severe",emergency
I've been experiencing a stuffy nose. resting seems to help,self_care
I have sudden severe ear pain. it's not improving with rest,urgent_care
I'm dealing with a severe allergic reaction with throat swelling and trouble breathing and wanted advice. it started suddenly and is severe,emergency
"My symptom is dry, chapped lips, it comes and goes",self_care
I have sudden confusion and inability to recognize where I am.,emergency
"My symptom is signs of a stroke, numbness on one side of the body, I can barely breathe",emergency
For the past little while I've had a dry cough. over-the-counter medicine seems to help,self_care
For the past little while I've had irregular but not severe menstrual cramps. it's not getting worse but it's not going away either,routine_care
I'm dealing with mild ear discomfort that comes and goes and wanted advice. it's not urgent but I want a doctor's opinion,routine_care
I've been experiencing one side of my face suddenly drooping and slurred speech.,emergency
I'm dealing with a small bruise on my leg and wanted advice. it comes and goes,self_care
"My symptom is a moderate cut that won't stop bleeding, the pain is pretty severe",urgent_care
"loss of consciousness for several seconds, this feels life-threatening",emergency
"mild joint pain that's been around for a couple weeks, nothing I do seems to fully fix it",routine_care
I've been experiencing mild joint pain that's been around for a couple weeks. it's not getting worse but it's not going away either,routine_care
"I've been experiencing dry, chapped lips. it's mild and manageable",self_care
I've been experiencing irregular but not severe menstrual cramps. it's manageable but I'd like it checked out,routine_care
"My symptom is loss of consciousness for several seconds, it's not stopping",emergency
I have occasional hiccups. it's mild and manageable,self_care
I've been experiencing severe uncontrolled bleeding from a deep wound. it started suddenly and is severe,emergency
"My symptom is a head injury with vomiting and extreme drowsiness, I can barely breathe",emergency
I'm dealing with occasional mild heartburn after meals and wanted advice. I've had it for a couple of weeks now,routine_care
I'm dealing with mild seasonal allergies and wanted advice. it comes and goes,self_care
I've been experiencing a runny nose. it's pretty minor,self_care
I'm dealing with a sprained ankle that's swelling quickly and wanted advice. the pain is pretty severe,urgent_care
For the past little while I've had an allergic reaction with hives spreading. the pain is pretty severe,urgent_care
For the past little while I've had one side of my face suddenly drooping and slurred speech. this feels life-threatening,emergency
For the past little while I've had mild seasonal allergies. it doesn't stop me from my normal routine,self_care
"severe uncontrolled bleeding from a deep wound, it started suddenly and is severe",emergency
I have a severe migraine unlike any I've had before. it started suddenly a few hours ago,urgent_care
I'm dealing with a head injury with vomiting and extreme drowsiness and wanted advice. it started suddenly and is severe,emergency
I'm dealing with occasional hiccups and wanted advice. it's been going on for a day,self_care
I've been experiencing a small paper cut on my finger. it comes and goes,self_care
I'm dealing with intermittent mild lower back pain and wanted advice.,routine_care
For the past little while I've had severe uncontrolled bleeding from a deep wound. it's not stopping,emergency
"My symptom is a stuffy nose, it's mild and manageable",self_care
I'm dealing with a fever with chills that's gotten worse today and wanted advice. the pain is pretty severe,urgent_care
"My symptom is a persistent cough that has lasted over a week, I've had it for a couple of weeks now",routine_care
I've been experiencing a moderate cut that won't stop bleeding. it's not improving with rest,urgent_care
I've been experiencing one side of my face suddenly drooping and slurred speech. it started suddenly and is severe,emergency
I'm dealing with occasional mild heartburn after meals and wanted advice. nothing I do seems to fully fix it,routine_care
I have a moderate cut that won't stop bleeding. I'm worried it needs attention today,urgent_care
"sudden difficulty breathing and gasping for air, this feels life-threatening",emergency
I'm dealing with intermittent mild lower back pain and wanted advice. it's not urgent but I want a doctor's opinion,routine_care
I'm dealing with a seizure that has lasted over five minutes and wanted advice. I can barely breathe,emergency
For the past little while I've had a severe migraine unlike any I've had before. it's getting worse quickly,urgent_care
For the past little while I've had mild seasonal allergies.,self_care
I have sudden onset of intense back pain. it started suddenly a few hours ago,urgent_care
I have a dry cough. it comes and goes,self_care
I've been experiencing irregular but not severe menstrual cramps. nothing I do seems to fully fix it,routine_care
"a wart that hasn't gone away, it's manageable but I'd like it checked out",routine_care
For the past little while I've had mild joint pain that's been around for a couple weeks. nothing I do seems to fully fix it,routine_care
For the past little while I've had an itchy mosquito bite. it's pretty minor,self_care
For the past little while I've had a severe migraine unlike any I've had before. it started suddenly a few hours ago,urgent_care
"a stuffy nose, it comes and goes",self_care
For the past little while I've had a deep cut that might need stitches. it started suddenly a few hours ago,urgent_care
I'm dealing with an allergic reaction with hives spreading and wanted advice. it started suddenly a few hours ago,urgent_care
I've been experiencing a severe allergic reaction with throat swelling and trouble breathing. I need help right now,emergency
"My symptom is trouble sleeping for the last two weeks, it's not urgent but I want a doctor's opinion",routine_care
For the past little while I've had mild fatigue after a long day. it's been going on for a day,self_care
For the past little while I've had occasional mild heartburn after meals. it's not getting worse but it's not going away either,routine_care
I'm dealing with an itchy mosquito bite and wanted advice. resting seems to help,self_care
"a moderate cut that won't stop bleeding,",urgent_care
I have a small lump I noticed that isn't painful. it's not getting worse but it's not going away either,routine_care
I'm dealing with a stuffy nose and wanted advice. it's mild and manageable,self_care
"a wart that hasn't gone away, it's not urgent but I want a doctor's opinion",routine_care
I'm dealing with mild muscle soreness after exercise and wanted advice. it doesn't stop me from my normal routine,self_care
I have a small bruise on my leg. it's pretty minor,self_care
I have severe chest tightness and shortness of breath at rest. it started suddenly and is severe,emergency
I'm dealing with recurring mild migraines a few times a month and wanted advice. it's not getting worse but it's not going away either,routine_care
For the past little while I've had difficulty keeping food down for the past day. it's not improving with rest,urgent_care
I'm dealing with a persistent cough that has lasted over a week and wanted advice. it's not getting worse but it's not going away either,routine_care
I have crushing chest pain radiating to my left arm. I can barely breathe,emergency
I've been experiencing a wart that hasn't gone away.,routine_care
I'm dealing with a moderate cut that won't stop bleeding and wanted advice.,urgent_care
"My symptom is a severe allergic reaction with throat swelling and trouble breathing, this feels life-threatening",emergency
"a bit of nasal congestion, it's mild and manageable",self_care
"My symptom is a rash that hasn't gone away after several days, I've had it for a couple of weeks now",routine_care
I'm dealing with a severe migraine unlike any I've had before and wanted advice. the pain is pretty severe,urgent_care
I've been experiencing a runny nose. it doesn't stop me from my normal routine,self_care
I have severe chest tightness and shortness of breath at rest. this feels life-threatening,emergency
"My symptom is sudden severe ear pain, the pain is pretty severe",urgent_care
"a runny nose, it comes and goes",self_care
For the past little while I've had mild fatigue after a long day. it comes and goes,self_care
I have sudden severe ear pain.,urgent_care
For the past little while I've had a small lump I noticed that isn't painful. nothing I do seems to fully fix it,routine_care
I'm dealing with loss of consciousness for several seconds and wanted advice.,emergency
I've been experiencing sharp abdominal pain that started a few hours ago. I'm worried it needs attention today,urgent_care
I have a slightly upset stomach after eating. resting seems to help,self_care
"For the past little while I've had signs of a stroke, numbness on one side of the body. it's not stopping",emergency
I have sharp abdominal pain that started a few hours ago. it started suddenly a few hours ago,urgent_care
I'm dealing with a severe allergic reaction with throat swelling and trouble breathing and wanted advice. I can barely breathe,emergency
I'm dealing with sudden confusion and inability to recognize where I am and wanted advice. it started suddenly and is severe,emergency
I've been experiencing occasional mild heartburn after meals. it's not getting worse but it's not going away either,routine_care
I've been experiencing a severe allergic reaction with throat swelling and trouble breathing.,emergency
For the past little while I've had loss of consciousness for several seconds. it started suddenly and is severe,emergency
For the past little while I've had a persistent cough that has lasted over a week.,routine_care
I've been experiencing a small bruise on my leg. it comes and goes,self_care
I'm dealing with a bit of nasal congestion and wanted advice. it's mild and manageable,self_care
"My symptom is mild seasonal allergies, over-the-counter medicine seems to help",self_care
I've been experiencing a dry cough. it doesn't stop me from my normal routine,self_care
For the past little while I've had a runny nose. it's been going on for a day,self_care
I have a seizure that has lasted over five minutes. I need help right now,emergency
For the past little while I've had sudden confusion and inability to recognize where I am. I can barely breathe,emergency
"My symptom is a moderate cut that won't stop bleeding, it's not improving with rest",urgent_care
For the past little while I've had sudden difficulty breathing and gasping for air. I need help right now,emergency
I have loss of consciousness for several seconds. I need help right now,emergency
I'm dealing with a severe migraine unlike any I've had before and wanted advice. it started suddenly a few hours ago,urgent_care
I've been experiencing sudden difficulty breathing and gasping for air. it started suddenly and is severe,emergency
"My symptom is a severe migraine unlike any I've had before, it's not improving with rest",urgent_care
"My symptom is a mild headache, over-the-counter medicine seems to help",self_care
I have a small lump I noticed that isn't painful. it's manageable but I'd like it checked out,routine_care
I'm dealing with severe uncontrolled bleeding from a deep wound and wanted advice.,emergency
I'm dealing with intermittent mild lower back pain and wanted advice. I've had it for a couple of weeks now,routine_care
For the past little while I've had sudden onset of intense back pain. it started suddenly a few hours ago,urgent_care
I have trouble sleeping for the last two weeks. nothing I do seems to fully fix it,routine_care
I have low-grade fatigue for the past two weeks.,routine_care
"For the past little while I've had signs of a stroke, numbness on one side of the body. I need help right now",emergency
"I've been experiencing dry, chapped lips. resting seems to help",self_care
"My symptom is a severe allergic reaction with throat swelling and trouble breathing,",emergency
"I've been experiencing dry, chapped lips. it's pretty minor",self_care
For the past little while I've had a persistent cough that has lasted over a week. nothing I do seems to fully fix it,routine_care
"one side of my face suddenly drooping and slurred speech, it started suddenly and is severe",emergency
"My symptom is mild seasonal allergies, it's mild and manageable",self_care
I have irregular but not severe menstrual cramps. it's not urgent but I want a doctor's opinion,routine_care
For the past little while I've had an itchy mosquito bite. it comes and goes,self_care
I have vomiting several times in the last few hours. I'm worried it needs attention today,urgent_care
For the past little while I've had sudden severe ear pain. it's not improving with rest,urgent_care
I'm dealing with a mild headache and wanted advice. it's mild and manageable,self_care
"a sprained ankle that's swelling quickly, it's getting worse quickly",urgent_care
I've been experiencing a rash that hasn't gone away after several days. it's not urgent but I want a doctor's opinion,routine_care
"My symptom is mild joint pain that's been around for a couple weeks, it's not getting worse but it's not going away either",routine_care
I have a seizure that has lasted over five minutes. this feels life-threatening,emergency
For the past little while I've had intermittent mild lower back pain. nothing I do seems to fully fix it,routine_care
"mild ear discomfort that comes and goes, it's not getting worse but it's not going away either",routine_care
I'm dealing with a moderate cut that won't stop bleeding and wanted advice. it's not improving with rest,urgent_care
I'm dealing with a dry cough and wanted advice. it's been going on for a day,self_care
"recurring mild migraines a few times a month, it's not urgent but I want a doctor's opinion",routine_care
"dry, chapped lips, it doesn't stop me from my normal routine",self_care
I've been experiencing an itchy mosquito bite.,self_care
I'm dealing with mild fatigue after a long day and wanted advice. it's pretty minor,self_care
For the past little while I've had severe chest tightness and shortness of breath at rest. it started suddenly and is severe,emergency
I've been experiencing a runny nose.,self_care
I've been experiencing a severe migraine unlike any I've had before. I'm worried it needs attention today,urgent_care
For the past little while I've had a dry cough. it's pretty minor,self_care
"My symptom is sudden onset of intense back pain, it's getting worse quickly",urgent_care
"an allergic reaction with hives spreading, it's getting worse quickly",urgent_care
"occasional mild heartburn after meals,",routine_care
For the past little while I've had a slightly upset stomach after eating.,self_care
I have a slightly upset stomach after eating. it comes and goes,self_care
I have mild seasonal allergies. over-the-counter medicine seems to help,self_care
"My symptom is a deep cut that might need stitches, the pain is pretty severe",urgent_care
I have sudden difficulty breathing and gasping for air. this feels life-threatening,emergency
For the past little while I've had a severe migraine unlike any I've had before. the pain is pretty severe,urgent_care
I've been experiencing sudden onset of intense back pain. I'm worried it needs attention today,urgent_care
"My symptom is sudden severe ear pain, it started suddenly a few hours ago",urgent_care
"My symptom is an itchy mosquito bite, it comes and goes",self_care
I have an itchy mosquito bite. it doesn't stop me from my normal routine,self_care
I have sudden difficulty breathing and gasping for air. it started suddenly and is severe,emergency
I've been experiencing a slight sore throat. it's been going on for a day,self_care
For the past little while I've had occasional mild heartburn after meals. nothing I do seems to fully fix it,routine_care
I have a small paper cut on my finger. it comes and goes,self_care
I've been experiencing sudden confusion and inability to recognize where I am. it's not stopping,emergency
"mild ear discomfort that comes and goes, it's manageable but I'd like it checked out",routine_care
I've been experiencing a small bruise on my leg. resting seems to help,self_care
I'm dealing with occasional hiccups and wanted advice.,self_care
For the past little while I've had sudden difficulty breathing and gasping for air. this feels life-threatening,emergency
"My symptom is mild seasonal allergies, resting seems to help",self_care
"a mild headache, it's been going on for a day",self_care
"a small bruise on my leg, it's pretty minor",self_care
For the past little while I've had a mild headache. it's pretty minor,self_care
"recurring mild migraines a few times a month,",routine_care
I have a small bruise on my leg. it comes and goes,self_care
"sudden severe ear pain, it's not improving with rest",urgent_care
I've been experiencing a mild headache. it's pretty minor,self_care
"mild seasonal allergies, it's mild and manageable",self_care
"My symptom is a deep cut that might need stitches, it's not improving with rest",urgent_care
For the past little while I've had a slight sore throat. resting seems to help,self_care
I've been experiencing occasional hiccups. it's mild and manageable,self_care
"a sprained ankle that's swelling quickly, it started suddenly a few hours ago",urgent_care
"I have dry, chapped lips. it's mild and manageable",self_care
"a small bruise on my leg, over-the-counter medicine seems to help",self_care
For the past little while I've had a persistent cough that has lasted over a week. it's not getting worse but it's not going away either,routine_care
For the past little while I've had a head injury with vomiting and extreme drowsiness.,emergency
I've been experiencing a persistent cough that has lasted over a week. nothing I do seems to fully fix it,routine_care
I'm dealing with a seizure that has lasted over five minutes and wanted advice. this feels life-threatening,emergency
"sudden confusion and inability to recognize where I am, I need help right now",emergency
I have a slight sore throat. it's mild and manageable,self_care
I'm dealing with sudden difficulty breathing and gasping for air and wanted advice. I need help right now,emergency
I have a deep cut that might need stitches. it's not improving with rest,urgent_care
"a slightly upset stomach after eating, resting seems to help",self_care
I have a bit of nasal congestion. it comes and goes,self_care
For the past little while I've had mild ear discomfort that comes and goes. it's not getting worse but it's not going away either,routine_care
I'm dealing with a persistent cough that has lasted over a week and wanted advice. it's manageable but I'd like it checked out,routine_care
I have a deep cut that might need stitches. it started suddenly a few hours ago,urgent_care
For the past little while I've had a sprained ankle that's swelling quickly. I'm worried it needs attention today,urgent_care
"My symptom is signs of a stroke, numbness on one side of the body, it started suddenly and is severe",emergency
I have a small lump I noticed that isn't painful. nothing I do seems to fully fix it,routine_care
I've been experiencing a mild headache. it comes and goes,self_care
"My symptom is occasional hiccups, it's mild and manageable",self_care
"My symptom is severe chest tightness and shortness of breath at rest, it started suddenly and is severe",emergency
I have a small bruise on my leg. over-the-counter medicine seems to help,self_care
For the past little while I've had recurring mild migraines a few times a month. it's not urgent but I want a doctor's opinion,routine_care
For the past little while I've had a mild headache. it comes and goes,self_care
I'm dealing with trouble sleeping for the last two weeks and wanted advice. nothing I do seems to fully fix it,routine_care
I'm dealing with severe uncontrolled bleeding from a deep wound and wanted advice. I can barely breathe,emergency
"a small lump I noticed that isn't painful, I've had it for a couple of weeks now",routine_care
I'm dealing with a small bruise on my leg and wanted advice. it doesn't stop me from my normal routine,self_care
"My symptom is vomiting several times in the last few hours, it's getting worse quickly",urgent_care
"My symptom is a small paper cut on my finger, it doesn't stop me from my normal routine",self_care
I've been experiencing a sprained ankle that's swelling quickly. it's getting worse quickly,urgent_care
"My symptom is a sprained ankle that's swelling quickly, the pain is pretty severe",urgent_care
I'm dealing with crushing chest pain radiating to my left arm and wanted advice. this feels life-threatening,emergency
